name,party,page_views
Raj Pannu,NDP,3331
Raj Sherman,Liberal,2788
Ralph Campney,Liberal,364
Ralph Cowan,Liberal,194
Ralph Eichler,CPC,1104
Ralph Katzman,CPC,231
Ralph Maybank,Liberal,189
Ralph Smith,Liberal,455
Ralph Stewart,CPC,198
Ralph Sultan,Liberal,960
Ralph Warren,Liberal,137
Raminder Gill,CPC,1721
Ramona Jennex,NDP,424
Randall Neil Nelson,NDP,209
Randolph George Croome,Liberal,48
Randolph Harding,NDP,182
Randy Hillier,CPC,74262
Randy Hoback,CPC,2935
Randy Hope,NDP,480
Randy Pettapiece,CPC,1736
Randy White,CPC,578
Alexander Rogers,Liberal,252
Raoul Hurtubise,Liberal,77
Ray Boughen,CPC,630
Ray Chénier,Liberal,277
Ray Danyluk,CPC,490
Ray Funk,NDP,301
Ray Haggerty,Liberal,168
Ray Martin,NDP,2081
Ray Meiklejohn,CPC,206
Ray Petten,Liberal,129
Ray Prins,CPC,235
Raymond Bruneau,Liberal,84
Raymond Cho,Liberal,6340
Raymond Ducharme Morand,CPC,127
Raymond Elmer Anderson,Liberal,113
Raymond Neri d'Entremont,CPC,74
Raymond Setlakwe,Liberal,2655
Raymond Speaker,CPC,913
Raymond Squires,Liberal,109
Raynell Andreychuk,CPC,902
Luc Letellier de St-Just,Liberal,458
Reed Elley,CPC,389
Reg Alcock,Liberal,1588
Reg Cantelon,CPC,61
Reg Helwer,CPC,709
Reginald John Gross,NDP,251
Reginald Stackhouse,CPC,295
Reid Scott,NDP,2989
Remo Mancini,Liberal,635
René Fontaine,Liberal,505
René Piché,CPC,176
René Soetens,CPC,374
René W.E. Landry,Liberal,67
Louis-Amable Jetté,Liberal,445
Reuben Baetz,CPC,244
Reuben Eldridge Truax,Liberal,212
Rex Barnes,CPC,904
Rex Crawford,Liberal,270
Rey Pagtakhan,Liberal,2788
Reynold Rapp,CPC,481
Reza Moridi,Liberal,4090
Sévère Dumoulin,CPC,118
Ric McIver,CPC,11331
Rich Coleman,Liberal,4704
Richard Allen,NDP,437
Richard Blain,CPC,120
Richard Cashin,Liberal,1491
Richard Donahoe,CPC,220
Richard Doyle,CPC,220
Richard Durante,Liberal,151
Richard Edward Hall,Liberal,155
Richard Franklin Preston,CPC,76
Richard Harcourt,Liberal,170
Richard Janelle,CPC,432
Richard John Cartwright,Liberal,1376
Richard Johnston,NDP,496
Dave Barrett,NDP,8595
Richard Kroft,Liberal,435
Richard Langton Baker,CPC,110
Richard Lee,Liberal,3152
Richard Magnus,CPC,723
Richard Marz,CPC,221
Richard McMeekin,Liberal,91
Richard Neufeld,CPC,798
Richard Nixon Berry,CPC,68
Richard Patten,Liberal,1493
Richard Potter,CPC,319
Richard Richardson,CPC,161
Richard Ruston,Liberal,107
Richard Smeaton White,CPC,237
Richard Smith,Liberal,221
Richard Southam,CPC,200
Richard Stanbury,Liberal,174
Richard Starke,CPC,1875
Richard Swenson,CPC,678
Richard Thrasher,CPC,155
Richard Tibbits,CPC,54
Richard Tooley,CPC,59
Richard Tyrwhitt,CPC,134
Richard Vryling Lesueur,CPC,108
Richard William Scott,Liberal,1089
Richard Willis Jameson,Liberal,230
Richie Hubbard,Liberal,83
Richie Mann,Liberal,441
Richmond Francis Hanna,Liberal,108
Rick Borotsik,CPC,801
Rick Ferraro,Liberal,382
Rick Folk,CPC,1697
Rick Johnson,Liberal,872
Rick Laliberte,Liberal,609
Rick Limoges,Liberal,490
Rick Miller,Liberal,215
Rick Nicholls,CPC,16320
Rick Orman,CPC,816
Rob Altemeyer,NDP,1072
Rob Anderson,CPC,3730
Rob Clarke,CPC,1345
Rob Leone,CPC,720
Rob Lougheed,CPC,189
Rob Milligan,CPC,332
Rob Oliphant,Liberal,12039
Rob Parker,CPC,330
Rob Renner,CPC,460
Rob Sampson,CPC,629
Lomer Brisson,Liberal,37
Robbie Harrison,Liberal,324
Robert Abercrombie Pringle,Liberal,169
Robert Adam Campbell,Liberal,103
Robert Adam Lyon,Liberal,110
Robert Alexander Harrison,CPC,266
Robert Alexander Mulholland,CPC,81
Robert Alexander Walker,NDP,268
Robert Allan Pyne,CPC,186
Robert Andrew Baxter,Liberal,54
Robert Austin Shearer,CPC,136
Robert Bain,NDP,141
Robert Beith,Liberal,75
Robert Bell,CPC,153
Robert Blackburn,Liberal,414
Robert Bockstael,Liberal,800
Robert Bogle,CPC,889
Robert Borrie,Liberal,41
Robert Boston,Liberal,102
Robert Brisco,CPC,430
Robert Bruce,NDP,348
Robert C. Mitchell,CPC,245
Robert Campbell,CPC,164
Robert Campbell,Liberal,255
Robert Campbell,Liberal,194
Robert Chambers,Liberal,62
Robert Charles Matthews,CPC,184
Robert Christie,Liberal,136
Robert Coates,CPC,1201
Robert Cruise,Liberal,286
Robert Cunningham,Liberal,382
Robert Daudlin,Liberal,227
Robert Deachman,Liberal,69
Robert Doull,Liberal,121
Robert Eaton,Liberal,113
Robert Edwin Clapp,CPC,125
Robert Edwy Ryerson,CPC,238
Robert Elgie,CPC,818
Robert Emmett Finn,Liberal,133
Robert Ethelbert Beattie,Liberal,80
Robert Ferguson,Liberal,85
Robert Fischer,CPC,366
Robert Forke,Liberal,768
Robert Francis Green,CPC,106
Robert G. Eaton,CPC,221
Robert Gavin Long,NDP,118
Robert George Macpherson,Liberal,171
Robert Gladstone,Liberal,172
Robert Goguen,CPC,787
Robert H. Kennedy,CPC,233
Robert Hanson Wooff,NDP,82
Robert Hardy Small,CPC,131
Robert Harold Jenkins,Liberal,134
Robert Harold Porter,CPC,224
Robert Hay,Liberal,3459
Robert Haythorne,Liberal,192
Robert Henry,CPC,149
Robert Henry McGregor,CPC,619
Robert Henry Preston,CPC,92
Robert Herbert McElroy,CPC,64
Robert Hicks,CPC,256
Robert Holmes,Liberal,114
Robert Horner,CPC,378
Robert Howie,CPC,413
Robert Hugh MacKay,Liberal,42
Robert Hugh Pickering,CPC,421
Robert Irwin,Liberal,193
Robert Jaffray,Liberal,266
Robert James Ball,CPC,221
Robert James Boyer,CPC,88
Robert James Henderson,CPC,81
Robert James Watson,Liberal,59
Robert Johnston,CPC,192
Robert Keith Alexander,CPC,140
Robert Kincaid,CPC,1108
Robert King Anderson,CPC,153
Robert Knowlton Smith,CPC,94
Robert Kohaly,CPC,136
Robert Laurier,Liberal,118
Robert Llewellyn Lyons,NDP,152
Robert Lorne Richardson,Liberal,290
Robert Lynal Andrew,CPC,212
Robert Lyon,Liberal,227
Robert M. McGregor,Liberal,90
Robert MacFarlane,Liberal,104
Robert MacLellan,CPC,96
Robert Macaulay,CPC,491
Robert Mayhew,Liberal,1040
Robert McAllister,CPC,313
Robert McCleave,CPC,246
Robert McCubbin,Liberal,176
Robert McCuish,CPC,82
Robert McGhee,CPC,85
Robert McKim,Liberal,72
Robert McKinley,CPC,157
Robert Mercer Johnston,CPC,104
Robert Muir,CPC,514
Robert Mulholland,CPC,336
Robert Paton,Liberal,156
Robert Patterson Grant,Liberal,229
Robert Pennock,CPC,216
Robert Peterson,Liberal,527
Robert Read,CPC,270
Robert Richard Hall,Liberal,216
Robert Roswell Gamey,CPC,167
Robert Simpson,CPC,157
Robert Smith,Liberal,147
Robert Smith,Liberal,343
Robert Sopuck,CPC,906
Robert Stewart,Liberal,208
Robert Stirton Thornton,Liberal,66
Robert Taylor Shillington,CPC,124
Robert Telford,Liberal,614
Robert W. Mackenzie,NDP,526
Robert Wagner Dowling,CPC,244
Robert Watson,Liberal,141
Robert Wayne Mitchell,NDP,308
Robert Weir,CPC,344
Robert Weld Mitchell,CPC,62
Robert Wenman,CPC,276
Robert Wilkes,Liberal,243
Robert William Weir Carrall,CPC,241
Robert Winters,Liberal,2594
Robin Campbell,CPC,1538
Robin Richardson,CPC,559
Jo-Ann Roberts,Green,18434
Rod Fox,CPC,356
Rod Gantefoer,Liberal,389
Rod Jackson,CPC,777
Rod Laporte,NDP,221
Rod Sykes,Liberal,2324
Rod Thomson,NDP,138
Rod Webb,CPC,92
Rod Zimmer,Liberal,768
Roderick R. McLennan,CPC,112
Rodger Mitchell,Liberal,273
Rodney Murphy,NDP,272
Rodolphe Monty,CPC,114
Roger Carl Young,Liberal,321
Roger Coles,Liberal,208
Roland de Corneille,Liberal,429
Rollie Cook,CPC,192
Romeo Bégin,Liberal,250
Ron Atkey,CPC,596
Ron Barkhouse,CPC,210
Ron Casey,CPC,259
Ron Chisholm,CPC,265
Ron Duhamel,Liberal,621
Ron Fewchuk,Liberal,264
Ron Fisher,NDP,69
Ron Ghitter,CPC,1187
Ron Giffin,CPC,498
Ron Hansen,NDP,146
Ron Harper,NDP,146
Ron Hierath,CPC,175
Ron Huntington,CPC,246
Ron Johnson,CPC,532
Ron Kanter,Liberal,396
Ron Kostyshyn,NDP,183
Ron Liepert,CPC,5567
Ron Lipsett,Liberal,221
Ron MacDonald,Liberal,631
Ron McNeil,CPC,564
Ron Osika,Liberal,268
Ron Ritchie,CPC,1997
Ron Russell,CPC,2614
Ron Schuler,CPC,3665
Ron Stevens,CPC,1123
Ron Tesolin,CPC,51
Ron Van Horne,Liberal,293
Ronald Eddy,Liberal,354
Ronald Glen Hodgson,CPC,230
Ronald McLelland,CPC,118
Ronald Moore,CPC,908
Ronald Stewart,CPC,455
Ronald Tétrault,Liberal,168
Ronald Wallace,Liberal,782
Rork Scott Ferguson,Liberal,154
Rosario Marchese,NDP,953
Roscoe Lewis Robson,CPC,70
Rose-Marie Ur,Liberal,553
Roseanne Skoke,Liberal,909
Rosemary Godin,NDP,191
Ross Belsher,CPC,166
Ross Ellis,CPC,918
Ross Fitzpatrick,Liberal,713
Ross Gray,Liberal,181
Ross Harvey,NDP,742
Ross Landry,NDP,663
Ross McClellan,NDP,201
Ross Milne,Liberal,NA
Ross Whicher,Liberal,139
Ross Young,Liberal,19021
Roxanne James,CPC,1116
Roy Bailey,CPC,350
Roy Brassard,CPC,206
Roy Edgar Nelson,Liberal,95
Roy McMurtry,CPC,5177
Royal Theodore Graham,Liberal,78
Royce Frith,Liberal,393
Rudolph Zander,CPC,139
Rufus Carter,Liberal,114
Rufus Curry,Liberal,107
Rufus Nelson England,CPC,77
Rufus Stephenson,CPC,100
Rupert Davies,Liberal,405
Rupert Mearse Wells,Liberal,74
Russ Powers,Liberal,833
Russ Ramsay,CPC,258
Russell Honey,Liberal,293
Russell MacEwan,CPC,216
Russell Reinke,Liberal,79
Russell Rowe,CPC,443
Russell Temple Kelley,CPC,135
Ruth Grier,NDP,738
Rutherford Lester Whiting,Liberal,84
Ryan Cleary,NDP,2716
Réginald Bélair,Liberal,688
Rémi-Ferdinand Rinfret,CPC,179
Ken Dryden,Liberal,105562
Salma Ataullahjan,CPC,6363
Salter Hayden,Liberal,412
Allan MacEachen,Liberal,8155
Sam Cureatz,CPC,224
Sam Johnston,NDP,322
Sam Wakim,CPC,667
Samuel Armstrong,Liberal,213
Samuel Ault,CPC,217
Samuel Bacon Hillocks,CPC,91
Samuel Barton Burdett,Liberal,73
Samuel Bridgeland,Liberal,51
Samuel Charters,CPC,133
Samuel Clarke,Liberal,120
Samuel Factor,Liberal,248
Samuel Francis Glass,CPC,140
Samuel Freeman,Liberal,114
Samuel Greerson Nesbitt,CPC,38
Samuel Henry Armstrong,CPC,86
Samuel Jacob Jackson,Liberal,303
Samuel James Donaldson,CPC,170
Samuel John Fox,CPC,50
Samuel Johnathan Lane,CPC,37
Samuel McDonnell,Liberal,173
Samuel Merner,CPC,206
Samuel Prowse,Liberal,98
Samuel Rollin Hesson,CPC,119
Samuel Rosborough Balcom,Liberal,134
Samuel Shobal Ryckman,CPC,77
Samuel Simpson Sharpe,CPC,1783
Samuel Stanley Peck,Liberal,126
Samuel Sylvester Mills,CPC,99
Samuel Thomas Wright,CPC,122
Samuel Walter Willet Pickup,Liberal,153
Samuel Wood,Liberal,86
Sandra Jansen,NDP,2574
Sandra Pupatello,Liberal,8081
Sandy Cameron,Liberal,835
Sandy Jolly,Liberal,193
Sanford Johnston Crowe,Liberal,127
Sarah Campbell,NDP,1982
Sarah Ramsland,Liberal,422
Sarkis Assadourian,Liberal,1620
Sarmite Bulte,Liberal,961
Saul Cherniack,NDP,587
Lucienne Robillard,Liberal,2551
Michael Fortier,CPC,9008
Schuyler Shibley,Liberal,89
Scott Armstrong,CPC,1840
Scott Fielding,CPC,2219
Scott Fraser,NDP,1804
Scott Tannas,CPC,4660
Scott Thorkelson,CPC,386
Seamus O'Regan,Liberal,40883
Sean Conway,Liberal,2297
Sean O'Sullivan,CPC,1242
Sergio Marchi,Liberal,2973
Severin Ducharme,Liberal,69
Seymour Eugene Gourley,CPC,120
Shafiq Qaadri,Liberal,7470
Lionel Chevrier,Liberal,978
Shane Simpson,NDP,1435
Sharon Blady,NDP,651
Sharon Hayes,CPC,675
Sharon Murdock,NDP,369
Sharon Murrell,NDP,91
Shaughnessy Cohen,Liberal,1106
Sheila Embury,CPC,88
Shelley Martel,NDP,1591
Shelley Wark-Martyn,NDP,395
Joseph-Stanislas Perrault,CPC,58
Sherwin Holger Petersen,CPC,146
Sherwood Rideout,Liberal,247
Joseph-Édouard Cauchon,CPC,280
Shiraz Shariff,CPC,1123
Shirley Bond,Liberal,12339
Shirley Collins,Liberal,566
Shirley Coppen,NDP,308
Shirley Cripps,CPC,164
Shirley Martin,CPC,766
Shirley McClellan,CPC,1019
Sid Parker,NDP,524
Sid Prest,NDP,165
Sidney Bernard Handleman,CPC,168
Sidney Buckwold,Liberal,1047
Sidney Cecil Robinson,CPC,161
Sidney Fraleigh,CPC,183
Sidney LeRoi Clunis,Liberal,51
Sidney Peter Dutchak,CPC,156
Silas Tertius Rand Bill,CPC,133
Simon James Dawson,Liberal,661
Simon S. Cook,Liberal,133
Sinclair Alexander Whittaker,CPC,75
Sinclair Stevens,CPC,2174
Siobhán Coady,Liberal,4812
Smith Nickerson,Liberal,150
Solime Bertrand,CPC,51
Solomon White,CPC,201
Solomon Wigle,CPC,179
Soo Wong,Liberal,1451
Staff Barootes,CPC,642
Stan Cassin,CPC,247
Stan Darling,CPC,455
Stan Dromisky,Liberal,278
Stan Farquhar,Liberal,85
Stan Graham,CPC,137
Stan Keyes,Liberal,922
Stan Kushner,CPC,118
Stan Nelson,CPC,170
Stan Randall,CPC,228
Stan Struthers,NDP,556
Stan Wilbee,CPC,140
Stan Woloshyn,CPC,335
Stanley Francis Leavine,CPC,155
Stanley Harding Dye,CPC,115
Stanley Hovdebo,NDP,737
Stanley Hudecki,Liberal,387
Stanley Korchinski,CPC,139
Stanley Ruzycki,NDP,92
Stanley Schumacher,CPC,675
Stanley Tobin,Liberal,82
Stephanie Cadieux,Liberal,2561
Stephen Furniss,Liberal,68
Stephen Greene,CPC,1049
Stephen Khan,CPC,826
Stephen Richards,CPC,239
Stephen Stiles,CPC,155
Stephen Tobin,Liberal,497
Stephen Woodworth,CPC,3190
Sterling Belliveau,NDP,816
Sterling Campbell,Liberal,286
Steve Ashton,NDP,6395
Steve Butland,NDP,289
Steve Clark,CPC,1832
Steve Gilchrist,CPC,985
Steve Mahoney,Liberal,2222
Steve Offer,Liberal,261
Steve Otto,Liberal,399
Steve Paproski,CPC,570
Steve Peters,Liberal,1127
Steve West,CPC,714
Steve Young,CPC,533
Steve Zarusky,CPC,161
Steven Del Duca,Liberal,60952
Stewart McClenaghan,CPC,66
Stewart McCrae,CPC,140
Stewart McInnes,CPC,758
Jean Leroux,BQ,212
Stuart Fleming,CPC,130
Stuart Leggatt,NDP,278
Stuart Lyon Smith,Liberal,1608
James Reid,Liberal,143
Sue Edelman,Liberal,192
Sue Olsen,Liberal,119
Roch Bolduc,CPC,381
Andy Scott,Liberal,1336
Lomer Gouin,Liberal,2718
Susan Fish,CPC,997
Susan Whelan,Liberal,2233
Suzanne Anton,Liberal,2510
Sybil Bennett,CPC,335
Charles-Napoléon Dorion,CPC,80
Sydney Charles Tweed,Liberal,142
Sydney Chilton Mewburn,CPC,310
Sylvia Jones,CPC,27383
Darrell Dexter,NDP,11589
Inky Mark,CPC,2963
T. Babbitt Parlee,CPC,346
Martin O'Connell,Liberal,371
Andrea Horwath,NDP,69881
Pierre St. Jean,Liberal,156
Taleeb Noormohamed,Liberal,4974
Tancrède-Charles Gaboury,Liberal,77
Augustine Colin Macdonald,CPC,184
Taras Natyshak,NDP,3630
Ted Arnott,CPC,5120
Ted Bounsall,NDP,148
Ted Chudleigh,CPC,529
Ted Marcelino,NDP,599
Ted McMeekin,Liberal,1089
Ted Opitz,CPC,2017
Ted Schellenberg,CPC,204
Ted White,CPC,718
Terence Young,CPC,4138
Teresa Armstrong,NDP,1331
Teresa Piruzza,Liberal,573
Teresa Woo-Paw,CPC,1692
Terrence Murphy,Liberal,268
Terry Clifford,CPC,2023
Terry David Jones,CPC,168
Terry Duguid,Liberal,5366
Terry Grier,NDP,549
Terry Kirkland,Liberal,171
Terry Mercer,Liberal,1000
Terry Nugent,CPC,270
Terry Nylander,CPC,122
Terry O'Connor,CPC,287
Terry Sargeant,NDP,222
Thanh Hai Ngo,CPC,2805
Meili Faille,BQ,957
Mark Strahl,CPC,5801
Jacques Gourde,CPC,2063
Mario Laframboise,BQ,599
Harry Hays,Liberal,3142
Sharon Carstairs,Liberal,3005
Thelma Forbes,CPC,257
Theobald Butler Barrett,CPC,245
Theodore F. Chamberlain,Liberal,103
Theodore Gleim,CPC,48
Theresa Oswald,NDP,1566
Thomas-Alfred Bernier,CPC,142
Thomas Alfred Wardle,CPC,167
Thomas Alfred Thompson,CPC,169
Thomas Andrew Low,Liberal,195
Thomas Arkell,Liberal,97
Thomas Aston Blakelock,Liberal,507
Thomas Atkins Wardell,CPC,112
Thomas B. Guest,CPC,138
Thomas Ballantyne,Liberal,198
Thomas Barlow Smith,Liberal,256
Thomas Barnard Flint,Liberal,132
Thomas Beattie,CPC,819
Thomas Blezard,Liberal,103
Thomas Blow,CPC,112
Thomas Boyd Caldwell,Liberal,152
Thomas Bryson,CPC,207
Thomas Cantley,CPC,181
Thomas Chisholm,CPC,236
"Thomas Christie, Jr.",Liberal,93
Thomas Clark Street,CPC,445
Thomas Coffey,Liberal,236
Thomas Coffin,Liberal,76
Thomas Corning,CPC,35
Thomas Cossitt,CPC,400
Thomas Crawford,CPC,130
Thomas D'Arcy Leonard,Liberal,147
Thomas Deacon,CPC,121
Thomas Dixon Craig,CPC,88
Thomas Donnelly,Liberal,63
Thomas Earle,CPC,125
Thomas Edward Kenny,CPC,541
Thomas Edward Simpson,CPC,66
Thomas Erlin Kaiser,CPC,195
Thomas Farquhar,Liberal,546
Thomas Farrow,CPC,325
Thomas Fennell,CPC,207
Thomas George Wallace,CPC,81
Thomas Gerow Murphy,CPC,193
Thomas Gordon William Ashbourne,Liberal,242
Thomas Grahame,CPC,73
Thomas Hambly Ross,Liberal,124
Thomas Hay,CPC,144
Thomas Henry Goode,Liberal,147
Thomas Henry Macpherson,Liberal,165
Thomas Henry Thompson,CPC,240
Thomas Herbert Lennox,CPC,135
Thomas Hiram Preston,Liberal,98
Thomas Hodgins,Liberal,232
Thomas Hook,CPC,612
Thomas Howard Fraleigh,CPC,55
Thomas Hubert Stinson,CPC,222
Thomas Inkerman Thomson,CPC,76
Thomas J. Walker,CPC,101
Thomas Johnston,Liberal,171
Thomas Joseph Kickham,Liberal,115
Thomas Joseph Stewart,CPC,171
Thomas Keillor,Liberal,54
Thomas Kidd,CPC,144
Thomas Kirkpatrick,CPC,411
Thomas Leonard Wells,CPC,1104
Thomas Letson Pardo,Liberal,133
Thomas Locke,CPC,868
Thomas Long,CPC,61
Thomas Lukaszuk,CPC,7720
Thomas MacNutt,Liberal,215
Thomas Mackie,Liberal,101
Thomas Magladery,CPC,116
Thomas Magwood,CPC,47
Thomas Marshall,Liberal,80
Thomas Martin,Liberal,90
Thomas Matchett,Liberal,44
Thomas Mayne Daly,Liberal,668
"Thomas Mayne Daly, Sr.",CPC,91
Thomas McCarthy,CPC,69
Thomas McCulloch Fairbairn,Liberal,112
Thomas McGarry,CPC,93
Thomas McKay,Liberal,146
Thomas McMillan,Liberal,76
Thomas McQuesten,Liberal,1970
Thomas Merritt Cayley,Liberal,56
Thomas Michael McMillan,CPC,1117
Thomas Miller Bell,CPC,254
Thomas Milnes,Liberal,142
Thomas Moore Costello,CPC,169
Thomas Moss,Liberal,367
Thomas O'Neill,Liberal,142
Thomas Oliver,Liberal,247
Thomas Osborne Davis,Liberal,208
Thomas Patrick Murray,Liberal,329
Thomas Paxton,Liberal,547
Thomas Percival Lancaster,CPC,41
Thomas R. Berger,NDP,20078
Thomas Reid,Liberal,344
Thomas Roberts Ferguson,CPC,271
Thomas Robertson,Liberal,177
Thomas Robertson,Liberal,177
Thomas Rodman Merritt,Liberal,423
Thomas Ryan,CPC,107
Thomas Sanders,CPC,162
Thomas Saunders Hobbs,Liberal,155
Thomas Scatcherd,Liberal,95
Thomas Scott,CPC,816
Thomas Scott Davidson,Liberal,134
Thomas Simpson Sproule,CPC,474
Thomas Speakman Barnett,NDP,300
Thomas Stuart Traill Smellie,CPC,131
Thomas Sutherland Parker,Liberal,145
Thomas Swinarton,CPC,69
Thomas Tweedie,CPC,210
Thomas Twining Keefler,Liberal,32
Thomas Vincent Grant,Liberal,176
Thomas William Chapple,Liberal,115
Thomas William Dobbie,CPC,167
Thomas William Jutten,CPC,107
Thomas Wills,CPC,169
Thomas Wilson Crothers,CPC,149
Thomas Wylie,CPC,104
Théodore Legault,Liberal,87
Samuel Leonard Tilley,Liberal,7130
Tim Murphy,Liberal,1703
Tim Peterson,Liberal,55
Tim Sale,NDP,639
Timothy Blair Pardee,Liberal,93
Timothy Coughlin,CPC,77
Tina Molinari,CPC,337
Toby Barrett,CPC,2151
Todd Smith,CPC,6808
Tom Chambers,CPC,199
Tom Froese,CPC,289
Tom Goode,Liberal,205
Tom Hockin,CPC,798
Tom Lysons,CPC,90
Tom Marshall,CPC,3537
Tom McInnis,CPC,858
Tom Musgrove,CPC,99
Tom Osborne,Liberal,2940
Tom Siddon,CPC,1697
Tom Sigurdson,NDP,202
Tom Sindlinger,CPC,367
Tom Thurber,CPC,483
Tony Abbott,CPC,232
Tony Grande,NDP,301
Tony Ianno,Liberal,1218
Tony Lupusella,NDP,254
Tony Rizzo,NDP,764
Tony Silipo,NDP,636
Tony Tirabassi,Liberal,184
Tony Van Bynen,Liberal,4165
Tony Vandermeer,CPC,278
Tony Wong,Liberal,917
Tracy MacCharles,Liberal,1384
Antoine Dubé,BQ,231
Joseph-Roland Comtois,Liberal,181
Trent Wotherspoon,NDP,1529
Trevor Eyton,CPC,1068
Trevor Harding,NDP,307
Trevor Pettit,CPC,211
Jean-Paul Beaulieu,CPC,128
Ty Lund,CPC,2148
Rupert Wilson Wigmore,CPC,149
John Robarts,CPC,14075
Ulric-Joseph Tessier,Liberal,272
Uriah Wilson,CPC,115
Ursula Appolloni,Liberal,728
Val Yacula,CPC,59
Valentine Ratz,Liberal,134
Valentine Stock,Liberal,103
Valentine Winkler,Liberal,664
Verlyn Olson,CPC,399
Vernon Singer,Liberal,306
Vernon White,CPC,3560
Viateur Éthier,Liberal,153
Vic Althouse,NDP,246
Vic Dhillon,Liberal,2218
Vicki Conrad,NDP,162
Victor Albert Sinclair,CPC,136
Victor Allard,CPC,205
Victor Cardoza,Liberal,78
Victor Doerksen,CPC,620
Vic Fedeli,CPC,13051
Victor Martin,Liberal,241
Victor N. Thorpe,CPC,81
Victor Oh,CPC,2098
Victor Porteous,CPC,116
Victor Railton,Liberal,343
Vince Kerrio,Liberal,573
Vince MacLean,Liberal,714
Vincent-Paul Lavallée,CPC,55
Vincent Burke,Liberal,143
Vincent Dantzer,CPC,579
Vincent Pottier,Liberal,150
Azellus Denis,Liberal,328
Vivienne Poy,Liberal,7957
W. E. N. Sinclair,Liberal,165
W. Garfield Case,CPC,339
W. Garfield Weston,CPC,26131
W. S. Kennedy Jones,CPC,118
Wade Verge,CPC,186
Wai Young,CPC,7668
Allan Blakeney,NDP,5133
Wally Downer,CPC,142
Wally Firth,NDP,469
Wally Nesbitt,CPC,299
Wally Oppal,Liberal,8435
Walt Elliot,Liberal,147
Walt Lastewka,Liberal,519
Walter Allan Hall,Liberal,77
Walter Beatty,CPC,194
Walter Carter,CPC,623
Walter Clutterbuck Buckle,CPC,55
Walter Davy Cowan,CPC,2792
Walter Deakon,Liberal,70
Walter Edmund Smishek,NDP,151
Walter Edward Harris,Liberal,1093
Walter Fitzgerald,Liberal,928
Walter Frank Foy,Liberal,164
Walter Henderson,CPC,351
Walter Humphries Montague,CPC,224
Walter Little,Liberal,149
Walter MacMorris Dack,Liberal,41
Walter Matthews,CPC,95
Walter McCrea,Liberal,67
Walter McEwen,Liberal,157
Walter McLean,CPC,798
Walter Paszkowski,CPC,502
Walter Patrick Twinn,CPC,777
Walter Robert Johnson,CPC,104
Walter Ross,Liberal,198
Walter Shanly,CPC,577
Walter Thomson,Liberal,327
Walter Tucker,Liberal,295
Walter van de Walle,CPC,209
Warner Jorgenson,CPC,291
Warren McCall,NDP,380
Warren Prevey,Liberal,77
Wayne Adams,Liberal,5054
Wayne Cao,CPC,991
Wayne Drysdale,CPC,646
Wayne Ewasko,CPC,1041
Wayne Jacques,CPC,108
Wayne Jim,Liberal,181
Wayne Lessard,NDP,316
Wayne Wettlaufer,CPC,608
Welland Gemmell,CPC,154
Wellington David Cargill,CPC,167
Wellington Willoughby,CPC,161
Wemyss Mackenzie Simpson,CPC,388
Wendy Lill,NDP,1151
Thomas Linière Taschereau,CPC,182
Werner Schmidt,CPC,1331
Wesley Albert Robbins,NDP,136
Wesley Ashton Gordon,CPC,197
Wesley Irwin Haskett,CPC,105
Wesley Stambaugh,Liberal,83
Weslyn Mather,Liberal,257
Wilbert David Dimock,CPC,44
Wilbert McIntyre,Liberal,135
Wilbert Ross Aylesworth,CPC,113
Wilbur MacDonald,CPC,252
Wilf Spooner,CPC,205
Wilfred Dauphinee,Liberal,156
Wilfred Hanbury,Liberal,66
Wilfred Moore,Liberal,532
Wilfred Smith Haney,CPC,114
Wilfrid Heighington,CPC,113
Wilfrid Laurier McDougald,Liberal,116
Willard O'Brien,Liberal,58
William A. Campbell,Liberal,NA
William A. Ferguson,NDP,NA
William Addison Beynon,CPC,180
William Albert Atkinson,CPC,68
William Albert Boucher,Liberal,400
William Albert Patterson,CPC,189
William Albert Pommer,Liberal,83
William Alexander Baird,CPC,145
William Alexander Thomson,Liberal,126
William Alfred Galliher,Liberal,109
William Alfred Preston,CPC,95
William Alfred Robinson,Liberal,175
William Alves Boys,CPC,160
William Andres,Liberal,539
William Andrew Charlton,Liberal,443
William Antrobus Griesbach,CPC,1651
William Archibald Rae,Liberal,65
William Armstrong Fallis,CPC,40
William Armstrong McCulla,CPC,89
William Arnson Willoughby,CPC,91
William Atcheson Stewart,CPC,321
William Aurelius Clarke,CPC,29
William Bain Scarth,CPC,171
William Balfour,Liberal,26
William Balmer McAllister,CPC,109
William Bannerman,CPC,238
William Barber,Liberal,291
William Barton Northrup,CPC,172
William Beattie Nesbitt,CPC,233
William Berrian Vail,Liberal,224
William Black,CPC,146
William Bredin,Liberal,130
William Bruce Harvey,CPC,145
William Bruce Wood,Liberal,115
William C. Bill,Liberal,134
William C. Clendinneng,CPC,178
William C. Davis,CPC,339
William C. Scott,CPC,686
William Cameron,CPC,74
William Cameron Edwards,Liberal,731
William Campbell,CPC,334
William Cantwell,CPC,51
William Carlton Woods,Liberal,249
William Carruthers Little,Liberal,484
William Chisholm,Liberal,274
William Cluxton,CPC,86
William Clyde Caldwell,Liberal,189
William Colquhoun,CPC,181
William Costello Kennedy,Liberal,338
William Craig,CPC,117
William Craig McNamara,Liberal,107
William D. Staples,CPC,107
William Daum Euler,Liberal,532
William David Knowles,CPC,115
